# Stacks v2.41;  Phylip interleaved; October 01, 2023
# Locus ID	LocusCnt	Sequence position	Length
7910	1371	130750	95
7914	1372	130845	95
7930	1373	130940	95
7936	1374	131035	95
7938	1375	131130	95
7941	1376	131225	95
7947	1377	131320	95
7953	1378	131415	95
7958	1379	131510	95
7963	1380	131605	95
7967	1381	131700	95
7968	1382	131795	95
7969	1383	131890	96
7972	1384	131986	95
7974	1385	132081	95
7993	1386	132176	95
7997	1387	132271	96
7999	1388	132367	96
8001	1389	132463	95
8005	1390	132558	95
8009	1391	132653	95
8013	1392	132748	95
8018	1393	132843	95
8028	1394	132938	95
8057	1395	133033	95
8058	1396	133128	97
8061	1397	133225	95
8062	1398	133320	95
8067	1399	133415	95
8070	1400	133510	95
8077	1401	133605	95
8084	1402	133700	95
8086	1403	133795	95
8089	1404	133890	95
8091	1405	133985	95
8104	1406	134080	95
8107	1407	134175	95
8109	1408	134270	95
8112	1409	134365	95
8116	1410	134460	95
8117	1411	134555	97
8124	1412	134652	95
8131	1413	134747	95
8138	1414	134842	95
8139	1415	134937	96
8143	1416	135033	95
8146	1417	135128	95
8149	1418	135223	95
8163	1419	135318	95
8168	1420	135413	96
8172	1421	135509	95
8174	1422	135604	95
8176	1423	135699	95
8177	1424	135794	95
8187	1425	135889	95
8189	1426	135984	95
8196	1427	136079	95
8200	1428	136174	95
8205	1429	136269	95
8209	1430	136364	95
8210	1431	136459	97
8214	1432	136556	95
8222	1433	136651	95
8232	1434	136746	95
8241	1435	136841	95
8244	1436	136936	95
8247	1437	137031	95
8257	1438	137126	95
8258	1439	137221	95
8261	1440	137316	95
8263	1441	137411	95
8265	1442	137506	95
8284	1443	137601	95
8288	1444	137696	95
8289	1445	137791	95
8290	1446	137886	95
8292	1447	137981	95
8293	1448	138076	95
8294	1449	138171	95
8296	1450	138266	95
8297	1451	138361	95
8308	1452	138456	95
8312	1453	138551	95
8313	1454	138646	95
8315	1455	138741	95
8319	1456	138836	95
8320	1457	138931	95
8327	1458	139026	95
8328	1459	139121	98
8343	1460	139219	95
8348	1461	139314	95
8349	1462	139409	95
8352	1463	139504	95
8360	1464	139599	95
8362	1465	139694	95
8363	1466	139789	95
8377	1467	139884	95
8386	1468	139979	95
8392	1469	140074	95
8393	1470	140169	95
8395	1471	140264	103
8396	1472	140367	95
8397	1473	140462	95
8399	1474	140557	95
8406	1475	140652	97
8409	1476	140749	95
8411	1477	140844	96
8412	1478	140940	95
8418	1479	141035	95
8431	1480	141130	95
8435	1481	141225	95
8436	1482	141320	97
8446	1483	141417	95
8447	1484	141512	95
8448	1485	141607	95
8457	1486	141702	95
8463	1487	141797	97
8465	1488	141894	95
8468	1489	141989	95
8474	1490	142084	95
8476	1491	142179	95
8479	1492	142274	95
8480	1493	142369	95
8482	1494	142464	95
8486	1495	142559	95
8489	1496	142654	95
8497	1497	142749	95
8504	1498	142844	95
8520	1499	142939	95
8522	1500	143034	95
8524	1501	143129	95
8532	1502	143224	95
8534	1503	143319	95
8541	1504	143414	95
8543	1505	143509	95
8545	1506	143604	95
8548	1507	143699	95
8550	1508	143794	95
8551	1509	143889	95
8552	1510	143984	95
8555	1511	144079	95
8557	1512	144174	95
8559	1513	144269	95
8562	1514	144364	95
8564	1515	144459	95
8565	1516	144554	95
8568	1517	144649	95
8570	1518	144744	95
8577	1519	144839	95
8579	1520	144934	95
8580	1521	145029	95
8590	1522	145124	95
8596	1523	145219	95
8597	1524	145314	95
8603	1525	145409	95
8606	1526	145504	95
8607	1527	145599	95
8608	1528	145694	95
8615	1529	145789	95
8616	1530	145884	95
8617	1531	145979	99
8628	1532	146078	95
8632	1533	146173	95
8643	1534	146268	95
8650	1535	146363	95
8654	1536	146458	95
8658	1537	146553	95
8660	1538	146648	95
8670	1539	146743	95
8673	1540	146838	95
8676	1541	146933	95
8682	1542	147028	95
8687	1543	147123	96
8690	1544	147219	96
8696	1545	147315	95
8697	1546	147410	95
8706	1547	147505	95
8709	1548	147600	96
8714	1549	147696	95
8715	1550	147791	95
8725	1551	147886	95
8731	1552	147981	95
8732	1553	148076	95
8734	1554	148171	96
8743	1555	148267	95
8747	1556	148362	95
8752	1557	148457	95
8754	1558	148552	95
8765	1559	148647	95
8766	1560	148742	95
8782	1561	148837	95
8788	1562	148932	95
8792	1563	149027	95
8797	1564	149122	95
8802	1565	149217	99
8805	1566	149316	95
8806	1567	149411	95
8815	1568	149506	95
8816	1569	149601	95
8819	1570	149696	95
8824	1571	149791	96
8826	1572	149887	95
8835	1573	149982	97
8837	1574	150079	95
8843	1575	150174	95
8845	1576	150269	95
8846	1577	150364	95
8847	1578	150459	95
8853	1579	150554	95
8855	1580	150649	95
8859	1581	150744	96
8860	1582	150840	95
8861	1583	150935	95
8862	1584	151030	95
8867	1585	151125	95
8871	1586	151220	95
8873	1587	151315	97
8874	1588	151412	95
8875	1589	151507	95
8878	1590	151602	95
8882	1591	151697	96
8883	1592	151793	95
8884	1593	151888	97
8885	1594	151985	97
8898	1595	152082	95
8899	1596	152177	95
8904	1597	152272	95
8907	1598	152367	95
8909	1599	152462	95
8911	1600	152557	95
8912	1601	152652	95
8914	1602	152747	95
8918	1603	152842	95
8920	1604	152937	95
8933	1605	153032	95
8935	1606	153127	95
8946	1607	153222	95
8948	1608	153317	95
8954	1609	153412	95
8955	1610	153507	95
8956	1611	153602	99
8958	1612	153701	95
8965	1613	153796	98
8966	1614	153894	95
8977	1615	153989	95
8982	1616	154084	95
8996	1617	154179	95
9005	1618	154274	95
9006	1619	154369	95
9007	1620	154464	96
9013	1621	154560	95
9018	1622	154655	95
9025	1623	154750	99
9032	1624	154849	95
9033	1625	154944	96
9045	1626	155040	95
9046	1627	155135	95
9048	1628	155230	95
9052	1629	155325	95
9068	1630	155420	95
9086	1631	155515	97
9094	1632	155612	95
9104	1633	155707	95
9111	1634	155802	95
9113	1635	155897	95
9119	1636	155992	95
9122	1637	156087	95
9123	1638	156182	95
9129	1639	156277	95
9136	1640	156372	97
9142	1641	156469	95
9144	1642	156564	95
9146	1643	156659	95
9153	1644	156754	95
9156	1645	156849	95
9158	1646	156944	95
9172	1647	157039	95
9176	1648	157134	95
9177	1649	157229	95
9193	1650	157324	95
9197	1651	157419	95
9199	1652	157514	95
9200	1653	157609	95
9204	1654	157704	95
9210	1655	157799	95
9214	1656	157894	95
9223	1657	157989	95
9230	1658	158084	99
9233	1659	158183	95
9234	1660	158278	95
9237	1661	158373	95
9247	1662	158468	95
9249	1663	158563	95
9260	1664	158658	95
9267	1665	158753	95
9270	1666	158848	98
9271	1667	158946	95
9272	1668	159041	95
9276	1669	159136	95
9278	1670	159231	95
9279	1671	159326	95
9286	1672	159421	95
9292	1673	159516	98
9302	1674	159614	96
9304	1675	159710	95
9306	1676	159805	95
9317	1677	159900	95
9320	1678	159995	95
9323	1679	160090	95
9326	1680	160185	95
9337	1681	160280	95
9340	1682	160375	95
9350	1683	160470	95
9358	1684	160565	95
9364	1685	160660	95
9365	1686	160755	95
9367	1687	160850	96
9375	1688	160946	95
9386	1689	161041	95
9389	1690	161136	95
9399	1691	161231	95
9419	1692	161326	95
9420	1693	161421	95
9422	1694	161516	95
9425	1695	161611	95
9433	1696	161706	95
9435	1697	161801	95
9436	1698	161896	95
9438	1699	161991	95
9442	1700	162086	95
9444	1701	162181	95
9450	1702	162276	95
9451	1703	162371	95
9453	1704	162466	95
9454	1705	162561	95
9469	1706	162656	95
9478	1707	162751	95
9484	1708	162846	95
9486	1709	162941	95
9489	1710	163036	95
9492	1711	163131	95
9496	1712	163226	95
9499	1713	163321	97
9502	1714	163418	95
9518	1715	163513	95
9519	1716	163608	95
9526	1717	163703	95
9528	1718	163798	95
9531	1719	163893	95
9534	1720	163988	95
9535	1721	164083	95
9540	1722	164178	95
9548	1723	164273	95
9550	1724	164368	95
9556	1725	164463	95
9559	1726	164558	96
9560	1727	164654	95
9563	1728	164749	95
9568	1729	164844	95
9574	1730	164939	95
9576	1731	165034	95
9577	1732	165129	95
9580	1733	165224	95
9581	1734	165319	95
9591	1735	165414	95
9597	1736	165509	95
9602	1737	165604	95
9610	1738	165699	95
9614	1739	165794	95
9619	1740	165889	95
9622	1741	165984	95
9628	1742	166079	95
9638	1743	166174	105
9641	1744	166279	95
9642	1745	166374	95
9649	1746	166469	95
9660	1747	166564	95
9661	1748	166659	99
9668	1749	166758	95
9670	1750	166853	95
9671	1751	166948	95
9673	1752	167043	95
9674	1753	167138	96
9689	1754	167234	95
9692	1755	167329	95
9693	1756	167424	95
9694	1757	167519	104
9696	1758	167623	95
9703	1759	167718	95
9708	1760	167813	95
9711	1761	167908	95
9721	1762	168003	95
9723	1763	168098	95
9726	1764	168193	95
9728	1765	168288	95
9729	1766	168383	95
9731	1767	168478	96
9733	1768	168574	95
9747	1769	168669	95
9748	1770	168764	95
9749	1771	168859	95
9755	1772	168954	95
9761	1773	169049	95
9762	1774	169144	95
9765	1775	169239	95
9767	1776	169334	95
9771	1777	169429	95
9772	1778	169524	95
9773	1779	169619	95
9775	1780	169714	95
9776	1781	169809	95
9784	1782	169904	95
9786	1783	169999	95
9788	1784	170094	95
9789	1785	170189	95
9795	1786	170284	95
9798	1787	170379	96
9807	1788	170475	95
9812	1789	170570	95
9816	1790	170665	95
9818	1791	170760	95
9821	1792	170855	96
9822	1793	170951	95
9828	1794	171046	96
9831	1795	171142	95
9836	1796	171237	95
9839	1797	171332	95
9843	1798	171427	95
9847	1799	171522	95
9848	1800	171617	98
9851	1801	171715	95
9852	1802	171810	95
9855	1803	171905	96
9858	1804	172001	95
9862	1805	172096	96
9864	1806	172192	95
9870	1807	172287	95
9904	1808	172382	95
9907	1809	172477	95
9912	1810	172572	95
9914	1811	172667	95
9917	1812	172762	95
9925	1813	172857	95
9928	1814	172952	95
9931	1815	173047	96
9936	1816	173143	95
9937	1817	173238	95
9944	1818	173333	95
9949	1819	173428	95
9950	1820	173523	95
9951	1821	173618	95
9960	1822	173713	95
9963	1823	173808	96
9967	1824	173904	95
9971	1825	173999	95
9972	1826	174094	95
9976	1827	174189	95
9987	1828	174284	95
9990	1829	174379	95
10000	1830	174474	95
10003	1831	174569	95
10004	1832	174664	95
10011	1833	174759	95
10012	1834	174854	95
10021	1835	174949	95
10029	1836	175044	95
10040	1837	175139	95
10042	1838	175234	95
10046	1839	175329	95
10047	1840	175424	95
10052	1841	175519	95
10063	1842	175614	95
10072	1843	175709	95
10081	1844	175804	95
10082	1845	175899	95
10083	1846	175994	95
10088	1847	176089	95
10090	1848	176184	95
10098	1849	176279	95
10101	1850	176374	95
10108	1851	176469	95
10109	1852	176564	95
10112	1853	176659	95
10120	1854	176754	95
10121	1855	176849	95
10129	1856	176944	96
10133	1857	177040	95
10138	1858	177135	95
10146	1859	177230	95
10154	1860	177325	95
10156	1861	177420	95
10161	1862	177515	96
10165	1863	177611	95
10166	1864	177706	95
10167	1865	177801	95
10171	1866	177896	95
10173	1867	177991	95
10177	1868	178086	95
10182	1869	178181	96
10188	1870	178277	95
10195	1871	178372	95
10196	1872	178467	96
10197	1873	178563	101
10199	1874	178664	95
10208	1875	178759	95
10211	1876	178854	95
10212	1877	178949	95
10215	1878	179044	95
10222	1879	179139	95
10228	1880	179234	95
10231	1881	179329	95
10238	1882	179424	95
10240	1883	179519	95
10254	1884	179614	95
10262	1885	179709	95
10264	1886	179804	95
10270	1887	179899	95
10275	1888	179994	99
10278	1889	180093	102
10287	1890	180195	95
10288	1891	180290	95
10290	1892	180385	95
10294	1893	180480	95
10297	1894	180575	95
10301	1895	180670	95
10303	1896	180765	96
10315	1897	180861	95
10316	1898	180956	95
10322	1899	181051	95
10324	1900	181146	95
10332	1901	181241	100
10342	1902	181341	95
10344	1903	181436	97
10347	1904	181533	95
10352	1905	181628	95
10355	1906	181723	95
10358	1907	181818	95
10363	1908	181913	95
10364	1909	182008	95
10371	1910	182103	95
10379	1911	182198	95
10382	1912	182293	95
10383	1913	182388	95
10385	1914	182483	95
10391	1915	182578	95
10395	1916	182673	95
10402	1917	182768	100
10403	1918	182868	95
10408	1919	182963	95
10410	1920	183058	95
10413	1921	183153	95
10419	1922	183248	95
10422	1923	183343	95
10425	1924	183438	95
10427	1925	183533	95
10439	1926	183628	95
10442	1927	183723	95
10447	1928	183818	95
10451	1929	183913	96
10468	1930	184009	95
10469	1931	184104	95
10476	1932	184199	95
10477	1933	184294	95
10484	1934	184389	95
10491	1935	184484	95
10493	1936	184579	95
10494	1937	184674	95
10498	1938	184769	95
10499	1939	184864	95
10500	1940	184959	95
10503	1941	185054	95
10511	1942	185149	95
10517	1943	185244	95
10518	1944	185339	95
10522	1945	185434	95
10526	1946	185529	95
10528	1947	185624	95
10536	1948	185719	95
10537	1949	185814	95
10539	1950	185909	95
10543	1951	186004	95
10544	1952	186099	95
10573	1953	186194	96
10576	1954	186290	95
10577	1955	186385	95
10578	1956	186480	95
10581	1957	186575	95
10589	1958	186670	95
10596	1959	186765	95
10600	1960	186860	95
10601	1961	186955	95
10613	1962	187050	95
10614	1963	187145	95
10624	1964	187240	95
10632	1965	187335	95
10634	1966	187430	95
10642	1967	187525	95
10647	1968	187620	95
10654	1969	187715	95
10662	1970	187810	95
10663	1971	187905	95
10664	1972	188000	103
10665	1973	188103	95
10668	1974	188198	95
10678	1975	188293	95
10689	1976	188388	95
10692	1977	188483	95
10694	1978	188578	95
10699	1979	188673	95
10701	1980	188768	95
10703	1981	188863	95
10712	1982	188958	95
10714	1983	189053	96
10720	1984	189149	95
10722	1985	189244	95
10723	1986	189339	95
10731	1987	189434	95
10734	1988	189529	95
10738	1989	189624	95
10744	1990	189719	95
10748	1991	189814	95
10751	1992	189909	96
10752	1993	190005	95
10754	1994	190100	95
10756	1995	190195	95
10757	1996	190290	95
10764	1997	190385	95
10779	1998	190480	95
10784	1999	190575	95
10790	2000	190670	95
10794	2001	190765	95
10795	2002	190860	95
10796	2003	190955	95
10799	2004	191050	95
10805	2005	191145	95
10806	2006	191240	95
10814	2007	191335	95
10815	2008	191430	95
10826	2009	191525	95
10835	2010	191620	95
10838	2011	191715	95
10840	2012	191810	95
10848	2013	191905	95
10850	2014	192000	95
10851	2015	192095	100
10855	2016	192195	95
10856	2017	192290	95
10859	2018	192385	95
10861	2019	192480	95
10864	2020	192575	95
10870	2021	192670	95
10875	2022	192765	95
10885	2023	192860	95
10886	2024	192955	95
10894	2025	193050	95
10895	2026	193145	95
10896	2027	193240	95
10897	2028	193335	95
10899	2029	193430	95
10903	2030	193525	95
10907	2031	193620	95
10922	2032	193715	95
10927	2033	193810	95
10931	2034	193905	95
10940	2035	194000	95
10945	2036	194095	95
10948	2037	194190	95
10949	2038	194285	95
10950	2039	194380	95
10961	2040	194475	95
10968	2041	194570	95
10973	2042	194665	95
10982	2043	194760	95
10990	2044	194855	95
10994	2045	194950	95
11000	2046	195045	95
11002	2047	195140	95
11004	2048	195235	95
11006	2049	195330	95
11007	2050	195425	95
11010	2051	195520	95
11011	2052	195615	95
11019	2053	195710	95
11026	2054	195805	95
11038	2055	195900	95
11041	2056	195995	95
11043	2057	196090	95
11047	2058	196185	96
11050	2059	196281	95
11056	2060	196376	95
11061	2061	196471	95
11067	2062	196566	95
11076	2063	196661	95
11087	2064	196756	95
11091	2065	196851	95
11113	2066	196946	103
11115	2067	197049	95
11119	2068	197144	95
11125	2069	197239	95
11130	2070	197334	95
11132	2071	197429	95
11136	2072	197524	95
11139	2073	197619	95
11143	2074	197714	95
11155	2075	197809	95
11158	2076	197904	95
11169	2077	197999	95
11173	2078	198094	95
11177	2079	198189	95
11182	2080	198284	95
11186	2081	198379	95
11189	2082	198474	99
11194	2083	198573	95
11204	2084	198668	95
11213	2085	198763	97
11218	2086	198860	95
11219	2087	198955	95
11224	2088	199050	95
11225	2089	199145	95
11229	2090	199240	95
11230	2091	199335	95
11236	2092	199430	95
11239	2093	199525	95
11244	2094	199620	95
11249	2095	199715	95
11254	2096	199810	95
11257	2097	199905	95
11265	2098	200000	95
11268	2099	200095	95
11271	2100	200190	95
11276	2101	200285	95
11277	2102	200380	95
11280	2103	200475	95
11281	2104	200570	95
11290	2105	200665	95
11304	2106	200760	95
11307	2107	200855	95
11310	2108	200950	95
11316	2109	201045	95
11326	2110	201140	95
11330	2111	201235	95
11331	2112	201330	95
11338	2113	201425	95
11340	2114	201520	102
11346	2115	201622	95
11355	2116	201717	95
11364	2117	201812	95
11367	2118	201907	95
11370	2119	202002	95
11376	2120	202097	99
11382	2121	202196	95
11385	2122	202291	95
11393	2123	202386	95
11396	2124	202481	95
11398	2125	202576	95
11399	2126	202671	95
11407	2127	202766	95
11411	2128	202861	95
11414	2129	202956	95
11415	2130	203051	95
11417	2131	203146	95
11422	2132	203241	95
11424	2133	203336	96
11428	2134	203432	95
11432	2135	203527	95
11434	2136	203622	95
11435	2137	203717	95
11439	2138	203812	95
11441	2139	203907	95
11442	2140	204002	95
11443	2141	204097	95
11446	2142	204192	95
11447	2143	204287	95
11460	2144	204382	95
11469	2145	204477	102
11474	2146	204579	95
11485	2147	204674	95
11486	2148	204769	95
11498	2149	204864	95
11509	2150	204959	95
11525	2151	205054	95
11534	2152	205149	95
11546	2153	205244	95
11549	2154	205339	95
11554	2155	205434	95
11573	2156	205529	96
11576	2157	205625	95
11579	2158	205720	95
11589	2159	205815	95
11595	2160	205910	95
11607	2161	206005	95
11609	2162	206100	95
11617	2163	206195	95
11627	2164	206290	95
11630	2165	206385	95
11633	2166	206480	95
11635	2167	206575	95
11636	2168	206670	95
11637	2169	206765	95
11639	2170	206860	95
11640	2171	206955	95
11651	2172	207050	95
11659	2173	207145	95
11676	2174	207240	95
11677	2175	207335	95
11689	2176	207430	95
11692	2177	207525	95
11693	2178	207620	95
11699	2179	207715	95
11701	2180	207810	95
11704	2181	207905	95
11713	2182	208000	95
11718	2183	208095	95
11722	2184	208190	95
11726	2185	208285	95
11735	2186	208380	95
11743	2187	208475	95
11747	2188	208570	96
11757	2189	208666	95
11761	2190	208761	95
11763	2191	208856	95
11764	2192	208951	95
11765	2193	209046	95
11776	2194	209141	95
11777	2195	209236	95
11795	2196	209331	95
11798	2197	209426	95
11801	2198	209521	95
11802	2199	209616	95
11806	2200	209711	95
11807	2201	209806	96
11823	2202	209902	95
11838	2203	209997	95
11841	2204	210092	95
11842	2205	210187	95
11846	2206	210282	95
11859	2207	210377	95
11865	2208	210472	95
11870	2209	210567	95
11873	2210	210662	95
11882	2211	210757	95
11910	2212	210852	95
11914	2213	210947	95
11918	2214	211042	95
11921	2215	211137	95
11925	2216	211232	96
11933	2217	211328	95
11945	2218	211423	95
11946	2219	211518	95
11949	2220	211613	95
11950	2221	211708	95
11968	2222	211803	96
11969	2223	211899	95
11972	2224	211994	95
11974	2225	212089	95
11979	2226	212184	96
11988	2227	212280	95
11992	2228	212375	95
11995	2229	212470	95
12010	2230	212565	95
12022	2231	212660	95
12041	2232	212755	95
12043	2233	212850	95
12050	2234	212945	95
12055	2235	213040	95
12057	2236	213135	95
12075	2237	213230	95
12080	2238	213325	95
12081	2239	213420	95
12090	2240	213515	95
12097	2241	213610	95
12098	2242	213705	95
12101	2243	213800	95
12104	2244	213895	95
12114	2245	213990	95
12117	2246	214085	95
12118	2247	214180	95
12124	2248	214275	95
12128	2249	214370	100
12130	2250	214470	95
12133	2251	214565	95
12137	2252	214660	95
12138	2253	214755	98
12140	2254	214853	95
12144	2255	214948	95
12145	2256	215043	95
12147	2257	215138	95
12153	2258	215233	95
12159	2259	215328	95
12164	2260	215423	95
12166	2261	215518	96
12171	2262	215614	95
12174	2263	215709	95
12176	2264	215804	95
12187	2265	215899	95
12194	2266	215994	95
12203	2267	216089	95
12216	2268	216184	95
12219	2269	216279	95
12220	2270	216374	95
12225	2271	216469	95
12228	2272	216564	95
12229	2273	216659	95
12236	2274	216754	95
12237	2275	216849	95
12240	2276	216944	95
12242	2277	217039	95
12253	2278	217134	95
12257	2279	217229	96
12289	2280	217325	95
12292	2281	217420	95
12294	2282	217515	96
12295	2283	217611	95
12325	2284	217706	95
12326	2285	217801	95
12337	2286	217896	95
12339	2287	217991	95
12347	2288	218086	95
12348	2289	218181	95
12353	2290	218276	95
12357	2291	218371	95
12362	2292	218466	95
12363	2293	218561	95
12377	2294	218656	99
12378	2295	218755	95
12382	2296	218850	95
12383	2297	218945	95
12387	2298	219040	95
12389	2299	219135	95
12399	2300	219230	95
12406	2301	219325	96
12413	2302	219421	95
12418	2303	219516	95
12420	2304	219611	95
12423	2305	219706	95
12426	2306	219801	97
12440	2307	219898	96
12445	2308	219994	95
12448	2309	220089	95
12452	2310	220184	95
12462	2311	220279	95
12466	2312	220374	95
12468	2313	220469	95
12469	2314	220564	95
12490	2315	220659	95
12494	2316	220754	96
12497	2317	220850	95
12500	2318	220945	95
12505	2319	221040	95
12511	2320	221135	95
12513	2321	221230	95
12515	2322	221325	95
12528	2323	221420	95
12532	2324	221515	97
12540	2325	221612	95
12547	2326	221707	96
12550	2327	221803	95
12560	2328	221898	95
12574	2329	221993	95
12579	2330	222088	95
12587	2331	222183	95
12588	2332	222278	95
12590	2333	222373	95
12594	2334	222468	95
12611	2335	222563	95
12612	2336	222658	95
12613	2337	222753	95
12625	2338	222848	95
12627	2339	222943	95
12631	2340	223038	95
12633	2341	223133	95
12644	2342	223228	95
12646	2343	223323	95
12656	2344	223418	95
12657	2345	223513	95
12658	2346	223608	95
12660	2347	223703	95
12664	2348	223798	95
12666	2349	223893	95
12669	2350	223988	95
12671	2351	224083	96
12679	2352	224179	95
12688	2353	224274	95
12694	2354	224369	95
12702	2355	224464	95
12705	2356	224559	95
12713	2357	224654	96
12728	2358	224750	95
12731	2359	224845	95
12741	2360	224940	95
12752	2361	225035	95
12759	2362	225130	95
12767	2363	225225	95
12776	2364	225320	95
12782	2365	225415	95
12792	2366	225510	95
12794	2367	225605	95
12798	2368	225700	95
12801	2369	225795	95
12810	2370	225890	95
12817	2371	225985	95
12819	2372	226080	95
12832	2373	226175	95
12842	2374	226270	95
12853	2375	226365	95
12858	2376	226460	96
12865	2377	226556	95
12874	2378	226651	96
12889	2379	226747	95
12894	2380	226842	95
12896	2381	226937	95
12897	2382	227032	95
12899	2383	227127	102
12913	2384	227229	95
12915	2385	227324	95
12918	2386	227419	98
12922	2387	227517	98
12923	2388	227615	95
12924	2389	227710	95
12925	2390	227805	95
12928	2391	227900	95
12931	2392	227995	95
12944	2393	228090	95
12945	2394	228185	95
12949	2395	228280	96
12951	2396	228376	95
12952	2397	228471	95
12957	2398	228566	95
12970	2399	228661	95
12996	2400	228756	95
13027	2401	228851	95
13033	2402	228946	95
13034	2403	229041	96
13036	2404	229137	96
13038	2405	229233	95
13041	2406	229328	95
13051	2407	229423	95
13060	2408	229518	95
13065	2409	229613	95
13071	2410	229708	95
13073	2411	229803	95
13076	2412	229898	95
13086	2413	229993	96
13090	2414	230089	95
13092	2415	230184	95
13094	2416	230279	95
13108	2417	230374	95
13113	2418	230469	95
13118	2419	230564	95
13131	2420	230659	95
13137	2421	230754	95
13141	2422	230849	95
13144	2423	230944	95
13146	2424	231039	95
13152	2425	231134	95
13153	2426	231229	95
13158	2427	231324	95
13165	2428	231419	96
13169	2429	231515	95
13176	2430	231610	95
13183	2431	231705	95
13184	2432	231800	95
13190	2433	231895	95
13191	2434	231990	95
13195	2435	232085	95
13197	2436	232180	95
13200	2437	232275	100
13203	2438	232375	95
13204	2439	232470	95
13207	2440	232565	95
13208	2441	232660	95
13212	2442	232755	95
13215	2443	232850	95
13217	2444	232945	95
13222	2445	233040	95
13226	2446	233135	97
13230	2447	233232	95
13232	2448	233327	97
13235	2449	233424	97
13236	2450	233521	95
13238	2451	233616	95
13240	2452	233711	95
13246	2453	233806	95
13255	2454	233901	96
13258	2455	233997	96
13271	2456	234093	95
13272	2457	234188	95
13284	2458	234283	95
13285	2459	234378	95
13291	2460	234473	96
13303	2461	234569	95
13305	2462	234664	95
13318	2463	234759	95
13319	2464	234854	95
13321	2465	234949	95
13322	2466	235044	95
13329	2467	235139	95
13332	2468	235234	95
13336	2469	235329	95
13337	2470	235424	95
13340	2471	235519	95
13343	2472	235614	95
13346	2473	235709	95
13353	2474	235804	95
13356	2475	235899	95
13359	2476	235994	95
13360	2477	236089	95
13362	2478	236184	95
13363	2479	236279	95
13364	2480	236374	95
13374	2481	236469	95
13376	2482	236564	95
13381	2483	236659	95
13387	2484	236754	96
13388	2485	236850	95
13391	2486	236945	95
13396	2487	237040	95
13397	2488	237135	95
13400	2489	237230	95
13403	2490	237325	96
13406	2491	237421	95
13408	2492	237516	95
13410	2493	237611	95
13411	2494	237706	95
13422	2495	237801	95
13423	2496	237896	95
13425	2497	237991	95
13428	2498	238086	95
13434	2499	238181	96
13440	2500	238277	95
13448	2501	238372	95
13452	2502	238467	95
13459	2503	238562	95
13463	2504	238657	95
13468	2505	238752	95
13470	2506	238847	95
13471	2507	238942	96
13485	2508	239038	95
13488	2509	239133	95
13495	2510	239228	95
13496	2511	239323	95
13500	2512	239418	95
13503	2513	239513	95
13516	2514	239608	102
13526	2515	239710	95
13532	2516	239805	95
13538	2517	239900	95
13541	2518	239995	95
13542	2519	240090	95
13544	2520	240185	96
13551	2521	240281	95
13554	2522	240376	103
13560	2523	240479	95
13562	2524	240574	95
13567	2525	240669	95
13568	2526	240764	95
13571	2527	240859	95
13574	2528	240954	95
13575	2529	241049	95
13580	2530	241144	95
13585	2531	241239	95
13587	2532	241334	95
13601	2533	241429	95
13603	2534	241524	95
13609	2535	241619	95
13612	2536	241714	98
13614	2537	241812	95
13624	2538	241907	95
13637	2539	242002	95
13640	2540	242097	95
13641	2541	242192	96
13642	2542	242288	95
13649	2543	242383	95
13651	2544	242478	95
13653	2545	242573	95
13662	2546	242668	95
13667	2547	242763	95
13675	2548	242858	95
13681	2549	242953	95
13682	2550	243048	95
13694	2551	243143	95
13703	2552	243238	95
13704	2553	243333	95
13710	2554	243428	95
13714	2555	243523	100
13715	2556	243623	95
13717	2557	243718	95
13722	2558	243813	95
13724	2559	243908	95
13725	2560	244003	95
13726	2561	244098	95
13729	2562	244193	95
13730	2563	244288	95
13734	2564	244383	95
13739	2565	244478	96
13740	2566	244574	95
13746	2567	244669	95
13749	2568	244764	95
13751	2569	244859	95
13752	2570	244954	95
13755	2571	245049	95
13761	2572	245144	95
13774	2573	245239	95
13778	2574	245334	96
13779	2575	245430	95
13787	2576	245525	95
13805	2577	245620	95
13806	2578	245715	95
13807	2579	245810	95
13811	2580	245905	95
13826	2581	246000	99
13829	2582	246099	95
13832	2583	246194	95
13838	2584	246289	95
13850	2585	246384	95
13855	2586	246479	95
13858	2587	246574	95
13875	2588	246669	95
13882	2589	246764	99
13885	2590	246863	95
13897	2591	246958	95
13900	2592	247053	97
13901	2593	247150	95
13907	2594	247245	95
13912	2595	247340	95
13913	2596	247435	105
13916	2597	247540	95
13920	2598	247635	95
13927	2599	247730	95
13933	2600	247825	95
13934	2601	247920	95
13939	2602	248015	95
13944	2603	248110	97
13947	2604	248207	95
13954	2605	248302	95
13956	2606	248397	95
13971	2607	248492	95
13975	2608	248587	95
13976	2609	248682	95
13977	2610	248777	95
13978	2611	248872	95
13980	2612	248967	95
13987	2613	249062	96
13991	2614	249158	95
13997	2615	249253	95
14000	2616	249348	95
14002	2617	249443	95
14003	2618	249538	95
14007	2619	249633	95
14010	2620	249728	95
14013	2621	249823	95
14016	2622	249918	95
14018	2623	250013	95
14028	2624	250108	95
14035	2625	250203	95
14037	2626	250298	95
14038	2627	250393	95
14039	2628	250488	95
14048	2629	250583	95
14049	2630	250678	95
14054	2631	250773	95
14061	2632	250868	99
14063	2633	250967	96
14066	2634	251063	95
14068	2635	251158	95
14076	2636	251253	95
14081	2637	251348	95
14085	2638	251443	97
